# index, _pos
574,"array([-0.34638889,  5.24405567])"
575,"array([0.12662805, 5.12405011])"
576,"array([-6.85349350e-04,  5.12291261e+00])"
577,"array([-0.16060578,  5.22281749])"
578,"array([-0.19431083,  5.22290483])"
579,"array([-0.27489948,  5.36616756])"
580,"array([-0.29617308,  5.20818336])"
581,"array([-0.01525635,  5.24429843])"
582,"array([-0.05949442,  5.3165537 ])"
583,"array([-0.06247849,  5.29022875])"
584,"array([-0.28133341,  5.2555041 ])"
585,"array([-0.02018255,  5.35530125])"
586,"array([-0.37306255,  5.2023826 ])"
587,"array([-0.18795396,  4.98277639])"
588,"array([-0.29596836,  5.34228387])"
589,"array([-0.14071114,  4.93983222])"
590,"array([-0.27487147,  5.06722222])"
591,"array([-0.32190307,  5.08429893])"
592,"array([-0.3257943 ,  5.10374144])"
593,"array([-0.28748286,  5.11476082])"
594,"array([-0.2558117 ,  5.16127621])"
595,"array([-0.11936122,  5.20196558])"
596,"array([-0.29585166,  5.07699326])"
597,"array([0.02665667, 5.19938462])"
598,"array([-0.08199285,  4.98315573])"
599,"array([-0.24210721,  5.32579492])"
600,"array([2.41010377e-03, 5.14304242e+00])"
601,"array([-0.18971763,  4.94302734])"
602,"array([0.01873473, 5.15012855])"
603,"array([-0.15575965,  5.32386691])"
604,"array([-0.48747874,  5.19493328])"
605,"array([-0.31965543,  5.24589399])"
606,"array([-0.43593371,  5.19622648])"
607,"array([-0.42254099,  5.26408147])"
608,"array([-0.19070635,  5.36965323])"
609,"array([-0.06509862,  5.11552909])"
610,"array([-0.47347574,  5.23414799])"
611,"array([-0.23859067,  5.29756034])"
612,"array([0.35976879, 5.08193381])"
613,"array([0.15015868, 5.18064468])"
614,"array([0.1734512 , 5.22132968])"
615,"array([0.34086315, 5.14208359])"
616,"array([0.41107613, 5.13167359])"
617,"array([0.27262444, 5.12501302])"
618,"array([0.27780805, 5.17543592])"
619,"array([0.34112981, 5.01743758])"
620,"array([0.4371471 , 5.11431955])"
621,"array([0.4586161 , 5.08747026])"
622,"array([0.31224859, 5.18685512])"
623,"array([0.2591978 , 5.22535614])"
624,"array([0.29485137, 5.20820578])"
625,"array([0.10544862, 5.22712973])"
626,"array([0.07337678, 5.02583698])"
627,"array([-0.03251845,  4.92631221])"
628,"array([-0.01141586,  5.13312499])"
629,"array([-0.09964831,  4.71304391])"
630,"array([0.13430752, 4.94816547])"
631,"array([0.04732747, 4.67149145])"
632,"array([0.03598671, 4.69567861])"
633,"array([-0.07217802,  4.79686778])"
634,"array([-0.0803345 ,  4.69410921])"
635,"array([0.17310146, 4.915997  ])"
636,"array([-0.02302815,  4.88882012])"
637,"array([-0.20546803,  4.79535595])"
638,"array([-0.27862624,  4.80381947])"
639,"array([-0.21093826,  4.76275708])"
640,"array([0.20291631, 4.58980341])"
641,"array([0.21376255, 4.80923762])"
642,"array([0.2369957 , 5.03603351])"
643,"array([0.37278419, 4.94832867])"
644,"array([0.02422847, 5.32128477])"
645,"array([0.02195086, 5.18067755])"
646,"array([0.05946892, 4.99408862])"
647,"array([-0.13277163,  4.80346422])"
648,"array([-0.22480563,  4.83812661])"
649,"array([-0.23259814,  4.86367113])"
650,"array([0.37769588, 5.34862771])"
651,"array([0.26171427, 5.50431332])"
652,"array([-0.01555958,  5.42300703])"
653,"array([0.03793283, 5.56306173])"
654,"array([0.0987084 , 5.20159726])"
655,"array([0.14986449, 5.38108315])"
656,"array([5.20782593e-03, 5.41469068e+00])"
657,"array([-0.01959928,  5.66236632])"
658,"array([-0.01775344,  5.53488813])"
659,"array([-0.15175092,  5.26967839])"
660,"array([0.13307658, 5.49492494])"
661,"array([-0.10215148,  5.63035502])"
662,"array([0.10888441, 5.53199082])"
663,"array([-0.08931123,  5.56729897])"
664,"array([0.13235442, 5.525711  ])"
665,"array([0.1232044 , 5.55322779])"
666,"array([0.02194518, 5.62970677])"
667,"array([-0.00827193,  5.62617582])"
668,"array([-0.05798322,  5.45839974])"
